PARTY_ID__C,PARTY_CLASS_CODE__C,PARTY_CLASS_CODE_MEANING__C,FIRST_NAME__C,LAST_NAME__C,SSN__C,ORG_NAME__C,NASDAQ_CODE__C,TRADE_MARK_ID__C,PRIMARY_ADDRESS_CITY__C,PRIMARY_ADDRESS_STATE__C,PRIMARY_ADDRESS_LINE_1__C,DUNS_NUMBER__C,PRIMARY_ADDRESS_LINE_2__C,PARTY_ROLE_TYPE__C,PARTY_ROLE_TYPE_MEANING__C,PARTY_ROLE_STATUS__C,SOUCE_SYSTEM_CODE__C,NICK_NAME__C,ALIAS_NAME__C,SOURCE_SYSTEM_MEANING__C,SOURCE_SYSTEM_DESCRIPTION__C,PRIMARY_ADDRESS_LINE_3__C,PRIMARY_ADDRESS_LINE_4__C,PRIMARY_ADDRESS_LINE_5__C,PRIMARY_ADDRESS_ZIPCODE__C,PRIMARY_ADDRESS_COUNTRY__C,SHIPPING_ADDRESS_LINE_1__C,SHIPPING_ADDRESS_LINE_2__C,SHIPPING_ADDRESS_LINE_3__C,SHIPPING_ADDRESS_LINE_4__C,SHIPPING_ADDRESS_LINE_5__C,SHIPPING_ADDRESS_CITY__C,SHIPPING_ADDRESS_STATE__C,SHIPPING_ADDRESS_ZIPCODE__C,SHIPPING_ADDRESS_COUNTRY__C,BILLING_ADDRESS_LINE_1__C,BILLING_ADDRESS_LINE_2__C,BILLING_ADDRESS_LINE_3__C,BILLING_ADDRESS_LINE_4__C,BILLING_ADDRESS_LINE_5__C,BILLING_ADDRESS_CITY__C,BILLING_ADDRESS_STATE__C,BILLING_ADDRESS_ZIPCODE__C,BILLING_ADDRESS_COUNTRY__C,REP_ADDRESS_LINE_1__C,REP_ADDRESS_LINE_2__C,REP_ADDRESS_LINE_3__C,REP_ADDRESS_LINE_4__C,REP_ADDRESS_LINE_5__C,REP_ADDRESS_CITY__C,REP_ADDRESS_STATE__C,REP_ADDRESS_ZIPCODE__C,REP_ADDRESS_COUNTRY__C,PRIMARY_EMAIL__C,SECONDARY_EMAIL__C,ALTERNATE_EMAIL__C,URL__C,OFFICE_NUMBER_1__C,OFFICE_EXTN_1__C,OFFICE_NUMBER_2__C,OFFICE_EXTN_2__C,HOME_NUMBER__C,CELL_NUMBER__C,FAX_NUMBER__C,PREFIX__C,MIDDLE_NAME__C,SUFFIX__C,GENDER__C,BIRTH_DATE__C,PASSPORT_NUMBER__C,DRIVING_LICENSE_ID__C,STATE_LICENSE_ID__C,REGISTERED_NAME__C,POPULAR_NAME__C,REGISTERED_NUMBER__C,TAX_ID__C,SOURCE_IDENTIFIER__C
2011503,Person,Person,David2011,Mc Cune2011,100-22-3333,,,,TACOMA,WA,5239 ENETAI AVE NE,,,Physician,,Active,ERP,David,,,,,,,98422,US,,,,,,,,,,,,,,,,,,,9040A REID ST,,,,,TACOMA,CT,98431,US,David_Mc Cune@gmail.com,David_Mc Cune@yahoo.co.in,,,62345663,1236,,,23434567,9543445334,,Dr.,Edwin,,Male,3/1/1978,HP123458,JT123458,SL098766,,,,,SSN
2011504,Person,Person,John2011,Gutheil2011,100-22-3334,,,,LA JOLLA,CA,7341 EADS AVE,,,Physician,,Active,ERP,John,,,,,,,92037,US,,,,,,,,,,,,,,,,,,,10421 PACIFIC CENTER CT STE 150,,,,,SAN DIEGO,CA,92121,US,John_Gutheil@gmail.com,John_Gutheil@yahoo.co.in,,,62345664,1237,,,23434568,9348932245,,Dr.,Christoph,,Male,4/1/1978,HP123459,JT123459,SL098767,,,,,SSN
2011505,Person,Person,Mary2011,Fujii2011,100-22-3335,,,,KNOXVILLE,TN,1114 E WEISGARBER RD STE A,,,Physician,,Active,ERP,Mary,,,,,,,37909,US,7257 N FRESNO ST,,,,,FRESNO,CA,93720,US,,,,,,,,,,1114 E WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Mary_Fujii@gmail.com,Mary_Fujii@yahoo.co.in,,,62345665,1238,,,23434569,9340054940,,Dr.,,,Female,5/1/1978,HP123460,JT123460,SL098768,,,,,SSN
2011506,Person,Person,Aldridge2011,Troutman2011,100-22-3336,,,,KNOXVILLE,TN,1114 D WEISGARBER RD STE A,,,Physician,,Active,ERP,Aldridge,,,,,,,37909,US,,,,,,,,,,,,,,,,,,,1114 D WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Aldridge_Troutman@gmail.com,Aldridge_Troutman@yahoo.co.in,,,62345666,1239,,,23434570,9034334554,,Dr.,,,Male,5/1/1979,HP123461,JT123461,SL098769,,,,,SSN
2011507,Person,Person,Saji2011,Eapen2011,100-22-3337,,,,KNOXVILLE,TN,1114 E WEISGARBER RD STE A,,,Physician,,Active,ERP,Saji,,,,,,,37909,US,,,,,,,,,,,,,,,,,,,1114 E WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Saji_Eapen@gmail.com,Saji_Eapen@yahoo.co.in,,,62345667,1240,,,23434571,9453332456,,Dr.,,,Female,5/1/1980,HP123462,JT123462,SL098770,,,,,SSN
2011508,Person,Person,Rabia2011,Parveez2011,100-22-3338,,,,FRESNO,CA,7257 N FRESNO ST,,,Physician,,Active,ERP,Rabia,,,,,,,93720,US,,,,,,,,,,,,,,,,,,,7257 N FRESNO ST,,,,,FRESNO,CA,93720,US,Rabia_Parveez@gmail.com,Rabia_Parveez@yahoo.co.in,,,62345668,1241,,,23434572,9043534654,,Dr.,,,Female,5/1/1981,HP123463,JT123463,SL098771,,,,,SSN
2011509,Person,Person,Matthew2011,Zoolakis2011,100-22-3339,,,,FRESNO,CA,7258 N FRESNO ST,,,Physician,,Active,ERP,Matthew,,,,,,,93721,US,,,,,,,,,,,,,,,,,,,7258 N FRESNO ST,,,,,FRESNO,CA,93721,US,Matthew_Zoolakis@gmail.com,Matthew_Zoolakis@yahoo.co.in,,,62345669,1242,,,23434573,9345354564,,Dr.,,,Male,5/1/1982,HP123464,JT123464,SL098772,,,,,SSN
2011510,Person,Person,Peter2011,Ogawa2011,100-22-3340,,,,FRESNO,CA,7259 N FRESNO ST,,,Physician,,Active,ERP,Peter,,,,,,,93722,US,,,,,,,,,,,,,,,,,,,7259 N FRESNO ST,,,,,FRESNO,CA,93722,US,Peter_Ogawa@gmail.com,Peter_Ogawa@yahoo.co.in,,,62345670,1243,,,23434574,9340534099,,Dr.,,,Male,5/1/1983,HP123465,JT123465,SL098773,,,,,SSN
2011511,Person,Person,Jone 2011,Smith2011,100-22-3341,,,,VA,,611 TRENT ST NE NORTON,,,Physician,,Active,ERP,Jone ,,,,,,,24273,US,611 TRENT ST NE NORTON,VA,,,,,,24273,US,,,,,,,,,,611 TRENT ST NE NORTON,,,,,,VA,24273,US,Jone _Smith@gmail.com,Jone _Smith@yahoo.co.in,,,62345671,1244,,,23434575,9034589556,,Dr.,,,Male,6/1/1983,HP123466,JT123466,SL098774,,,,,SSN
2011512,Person,Person,Jammy2011,Colon2011,100-22-3342,,,,SAN FRANCISCO,CA,400 PARNASSUS AVE,,,Physician,,Active,ERP,Jammy,,,,,,,94143,US,,,,,,,,,,,,,,,,,,,111 BEACH RD STE 2,,,,,FAIRFIELD,CT,6824,US,Jammy_Colon@gmail.com,Jammy_Colon@yahoo.co.in,,,62345672,1245,,,23434576,9438595454,,Dr.,,,Male,7/1/1983,HP123467,JT123467,SL098775,,,,,SSN
2011513,Person,Person,Arnold2011,Gates2011,100-22-3343,,,,TACOMA,WA,5239 ENETAI AVE NE,,,Physician,,Active,ERP,Arnold,,,,,,,98422,US,,,,,,,,,,,,,,,,,,,9040A REID ST,,,,,TACOMA,CT,98431,US,Arnold_Gates@gmail.com,Arnold_Gates@yahoo.co.in,,,62345673,1246,,,23434577,9835543534,,Dr.,,,Male,1/1/1978,HP123468,JT123468,SL098776,,,,,SSN
2011514,Person,Person,Ryan2011,Bakhsi2011,100-22-3344,,,,LA JOLLA,CA,7341 EADS AVE,,,Doctor,,Active,ERP,Ryan,,,,,,,92037,US,,,,,,,,,,,,,,,,,,,10421 PACIFIC CENTER CT STE 150,,,,,SAN DIEGO,CA,92121,US,Ryan_Bakhsi@gmail.com,Ryan_Bakhsi@yahoo.co.in,,,62345674,1247,,,23434578,8940568908,,Dr.,,,Female,2/1/1978,HP123469,JT123469,SL098777,,,,,SSN
2011515,Person,Person,Kate2011,culbert2011,100-22-3345,,,,KNOXVILLE,TN,1114 E WEISGARBER RD STE A,,,Doctor,,Active,ERP,Kate,,,,,,,37909,US,7257 N FRESNO ST,,,,,FRESNO,CA,93720,US,,,,,,,,,,1114 E WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Kate_culbert@gmail.com,Kate_culbert@yahoo.co.in,,,62345675,1248,,,23434579,7348903434,,Dr.,,,Female,3/1/1978,HP123470,JT123470,SL098778,,,,,SSN
2011516,Person,Person,Alisha2011,Sahay2011,100-22-3346,,,,KNOXVILLE,TN,1114 D WEISGARBER RD STE A,,,Doctor,,Active,ERP,Alisha,,,,,,,37909,US,,,,,,,,,,,,,,,,,,,1114 D WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Alisha_Sahay@gmail.com,Alisha_Sahay@yahoo.co.in,,,62345676,1249,,,23434580,9850343434,,Dr.,,,Female,4/1/1978,HP123471,JT123471,SL098779,,,,,SSN
2011517,Person,Person,Christy2011,Sherlon2011,100-22-3347,,,,KNOXVILLE,TN,1114 E WEISGARBER RD STE A,,,Doctor,,Active,ERP,Christy,,,,,,,37909,US,,,,,,,,,,,,,,,,,,,1114 E WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Christy_Sherlon@gmail.com,Christy_Sherlon@yahoo.co.in,,,62345677,1250,,,23434581,7856890054,,Dr.,,,Male,5/1/1978,HP123472,JT123472,SL098780,,,,,SSN
2011518,Person,Person,Dylan2011,Hemingway2011,100-22-3348,,,,FRESNO,CA,7257 N FRESNO ST,,,Doctor,,Active,ERP,Dylan,,,,,,,93720,US,,,,,,,,,,,,,,,,,,,7257 N FRESNO ST,,,,,FRESNO,CA,93720,US,Dylan_Hemingway@gmail.com,Dylan_Hemingway@yahoo.co.in,,,62345678,1251,,,23434582,7884534345,,Dr.,,,Male,5/1/1979,HP123473,JT123473,SL098781,,,,,SSN
2011519,Person,Person,Mukesh2011,Thakur2011,100-22-3349,,,,FRESNO,CA,7258 N FRESNO ST,,,Doctor,,Active,ERP,Mukesh,,,,,,,93721,US,,,,,,,,,,,,,,,,,,,7258 N FRESNO ST,,,,,FRESNO,CA,93721,US,Mukesh_Thakur@gmail.com,Mukesh_Thakur@yahoo.co.in,,,62345679,1252,,,23434583,5345345346,,Dr.,,,Female,5/1/1980,HP123474,JT123474,SL098782,,,,,SSN
2011520,Person,Person,Marie2011,Goldsmith2011,100-22-3350,,,,FRESNO,CA,7259 N FRESNO ST,,,Doctor,,Active,ERP,Marie,,,,,,,93722,US,,,,,,,,,,,,,,,,,,,7259 N FRESNO ST,,,,,FRESNO,CA,93722,US,Marie_Goldsmith@gmail.com,Marie_Goldsmith@yahoo.co.in,,,62345680,1253,,,23434584,9078904564,,Dr.,,,Male,1/1/1978,HP123475,JT123475,SL098783,,,,,SSN
2011521,Person,Person,Shawn2011,Michaels2011,100-22-3351,,,,VA,,611 TRENT ST NE NORTON,,,Doctor,,Active,ERP,Shawn,,,,,,,24273,US,611 TRENT ST NE NORTON,VA,,,,,,24273,US,,,,,,,,,,611 TRENT ST NE NORTON,,,,,,VA,24273,US,Shawn_Michaels@gmail.com,Shawn_Michaels@yahoo.co.in,,,62345681,1254,,,23434585,8694904544,,Dr.,,,Male,2/1/1978,HP123476,JT123476,SL098784,,,,,SSN
2011522,Person,Person,Robert 2011,Langdon2011,100-22-3352,,,,SAN FRANCISCO,CA,400 PARNASSUS AVE,,,Doctor,,Active,ERP,Peter,,,,,,,94143,US,,,,,,,,,,,,,,,,,,,111 BEACH RD STE 2,,,,,FAIRFIELD,CT,6824,US,Robert _Langdon@gmail.com,Robert _Langdon@yahoo.co.in,,,62345682,1255,,,23434586,5464906904,,Dr.,,,Male,3/1/1978,HP123477,JT123477,SL098785,,,,,SSN
2011523,Person,Person,Peter2011,Solomon2011,100-22-3353,,,,TACOMA,WA,5239 ENETAI AVE NE,,,Doctor,,Active,ERP,Himanshu,,,,,,,98422,US,,,,,,,,,,,,,,,,,,,9040A REID ST,,,,,TACOMA,CT,98431,US,Peter_Solomon@gmail.com,Peter_Solomon@yahoo.co.in,,,62345683,1256,,,23434587,9345343535,,Dr.,,,Male,4/1/1978,HP123478,JT123478,SL098786,,,,,SSN
2011524,Person,Person,Himanshu2011,Nhavkar2011,100-22-3354,,,,LA JOLLA,CA,7341 EADS AVE,,,Doctor,,Active,ERP,Jessica,,,,,,,92037,US,,,,,,,,,,,,,,,,,,,10421 PACIFIC CENTER CT STE 150,,,,,SAN DIEGO,CA,92121,US,Himanshu_Nhavkar@gmail.com,Himanshu_Nhavkar@yahoo.co.in,,,62345684,1257,,,23434588,6548943444,,Dr.,,,Male,5/1/1978,HP123479,JT123479,SL098787,,,,,SSN
2011525,Person,Person,Jessica2011,Alba2011,100-22-3355,,,,KNOXVILLE,TN,1114 E WEISGARBER RD STE A,,,Physician,,Active,ERP,Emma,,,,,,,37909,US,7257 N FRESNO ST,,,,,FRESNO,CA,93720,US,,,,,,,,,,1114 E WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Jessica_Alba@gmail.com,Jessica_Alba@yahoo.co.in,,,62345685,1258,,,23434589,3545334533,,Dr.,,,Female,5/1/1979,HP123480,JT123480,SL098788,,,,,SSN
2011526,Person,Person,Emma2011,watson2011,100-22-3356,,,,KNOXVILLE,TN,1114 D WEISGARBER RD STE A,,,Physician,,Active,ERP,Kartik,,,,,,,37909,US,,,,,,,,,,,,,,,,,,,1114 D WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Emma_watson@gmail.com,Emma_watson@yahoo.co.in,,,62345686,1259,,,23434590,9768565564,,Dr.,,,Female,5/1/1980,HP123481,JT123481,SL098789,,,,,SSN
2011527,Person,Person,Kartik2011,Katkar2011,100-22-3357,,,,KNOXVILLE,TN,1114 E WEISGARBER RD STE A,,,Physician,,Active,ERP,Edward,,,,,,,37909,US,,,,,,,,,,,,,,,,,,,1114 E WEISGARBER RD STE A,,,,,KNOXVILLE,TN,37909,US,Kartik_Katkar@gmail.com,Kartik_Katkar@yahoo.co.in,,,62345687,1260,,,23434591,4545677655,,Dr.,,,Male,5/1/1981,HP123482,JT123482,SL098790,,,,,SSN
2011528,Person,Person,Edward2011,Solomon2011,100-22-3358,,,,FRESNO,CA,7257 N FRESNO ST,,,Physician,,Active,ERP,Annie,,,,,,,93720,US,,,,,,,,,,,,,,,,,,,7257 N FRESNO ST,,,,,FRESNO,CA,93720,US,Edward_Solomon@gmail.com,Edward_Solomon@yahoo.co.in,,,62345688,1261,,,23434592,9768665564,,Dr.,,,Male,5/1/1982,HP123483,JT123483,SL098791,,,,,SSN
2011529,Person,Person,Annie2011,Shelong2011,100-22-3359,,,,FRESNO,CA,7258 N FRESNO ST,,,Physician,,Active,ERP,Sujata,,,,,,,93721,US,,,,,,,,,,,,,,,,,,,7258 N FRESNO ST,,,,,FRESNO,CA,93721,US,Annie_Shelong@gmail.com,Annie_Shelong@yahoo.co.in,,,62345689,1262,,,23434593,9768656565,,Dr.,,,Female,5/1/1983,HP123484,JT123484,SL098792,,,,,SSN
2011530,Person,Person,Sujata2011,Singh2011,100-22-3360,,,,FRESNO,CA,7259 N FRESNO ST,,,Physician,,Active,ERP,,,,,,,,93722,US,,,,,,,,,,,,,,,,,,,7259 N FRESNO ST,,,,,FRESNO,CA,93722,US,Sujata_Singh@gmail.com,Sujata_Singh@yahoo.co.in,,,62345690,1263,,,23434598,9456454435,,Dr.,,,Female,6/1/1983,HP123485,JT123485,SL098793,,,,,SSN
22101,Organization,ORGANIZATION,,,,Carolina's Medical Center - Main 1,NDC45666675,78678,CHARLOTTE,NC,1000 BLYTHE BLVD,65-349-9867,Nr. Mithic Church,Hospital,Hospital,Active,ERP,,Carolina,Enterprise resource planning,Enterprise resource planning,Asia Tower,Talcott Road,100 ft Lane,28203,US,,,,,,,,,,,,,,,,,,,1000 BLYTHE ,BLVD,,,,CHARLOTTE,NC,28203,US,carolina@yahoo.co.in,carolina@gmail.com,,www.Carolina.com,2344454580,78977,2343456543,23455,3483454534,,234345897,8908977698,,,,,,,,Carolina's Medical Center - Main ,Carolina,59595,67868,NASDAQ CODE
22102,Organization,ORGANIZATION,,,,Resurrection Medical Center Pharmacy1,NDC67864324,78679,CHICAGO,IL,7435 W TALCOTT AVE,65-349-9868,,Clinic,Clinic,Active,ERP,,Resurrection,Enterprise resource planning,Enterprise resource planning,,,,60631,US,7435 W TALCOTT AVE,,,,,CHICAGO,IL,60631,US,,,,,,,,,,7435 W TALCOTT AVE,,,,,CHICAGO,IL,60631,US,Resurrection@yahoo.co.in,,,www.Resurrection.com,3455635643,89096,2343456544,,,,234345898,,,,,,,,,Resurrection Medical Center Pharmacy,Resurrection,15500,67869,NASDAQ CODE
22103,Organization,ORGANIZATION,,,,Austin Diagnostic Medical Center1,NDC27607570,78680,AUSTIN,TX,6204 BALCONES DR,65-349-9869,,Hospital,Hospital,Active,ERP,,Austin Diagnostic,Enterprise resource planning,Enterprise resource planning,,,,78731,US,,,,,,,,,,,,,,,,,,,6204 BALCONES DR,,,,,AUSTIN,TX,78731,US,Austin@yahoo.co.in,,,www.AustinDiagnostic.com,1234534563,56757,2343456545,,,,234345899,,,,,,,,,Austin Diagnostic Medical Center,Austin Diagnostic,64374,67870,NASDAQ CODE
22104,Organization,ORGANIZATION,,,,Commonwealth Cancer Center-Danville1,NDC78942104,78681,CHARLOTTE,NC,2115 E 7TH ST STE 102,65-349-9870,,Department ,Department,Active,ERP,,Commonwealth,Enterprise resource planning,Enterprise resource planning,,,,28204,US,,,,,,,,,,,,,,,,,,,2115 E 7TH ST STE 102,,,,,CHARLOTTE,NC,28204,US,Commonwealth@gmail.com,,,www.Commonwealth.com,3454563423,57657,2343456546,,,,234345900,,,,,,,,,Commonwealth Cancer Center-Danville,Commonwealth,47349,67871,NASDAQ CODE
22105,Organization,ORGANIZATION,,,,Mary Greeley Medical Center1,NDC01235392,78682,AMES,IA,1111 DUFF AVE,65-349-9871,,Hospital,Hospital,Active,ERP,,Mary Greeley,Enterprise resource planning,Enterprise resource planning,,,,50010,US,1111 DUFF AVE,,,,,AMES,IA,50010,US,,,,,,,,,,1111 DUFF AVE,,,,,AMES,IA,50010,US,Mary@gmail.com,,,www.MaryGreeley.com,7655655645,56753,2343456547,,,,234345901,,,,,,,,,Mary Greeley Medical Center,Mary Greeley,59596,67872,NASDAQ CODE
22106,Organization,ORGANIZATION,,,,UPMC Cancer Center1,NDC22103489,78683,PITTSBURGH,PA,200 LOTHROP ST,65-349-9872,,Hospital,Hospital,Active,ERP,,UPMC,Enterprise resource planning,Enterprise resource planning,,,,15213,US,200 LOTHROP ST,,,,,PITTSBURGH,PA,15213,US,,,,,,,,,,200 LOTHROP ST,,,,,PITTSBURGH,PA,15213,US,UPMC@yahoo.co.in,,,www.UPMC.com,2344564532,89799,2343456548,,,,234345902,,,,,,,,,UPMC Cancer Center,UPMC,60282,67873,NASDAQ CODE
22107,Organization,ORGANIZATION,,,,Holy Family Hospital & Medical Center1,NDC23493881 ,78684,METHUEN,MA,70 EAST ST,65-349-9873,,Hospital,Hospital,Active,ERP,,Holy Family,Enterprise resource planning,Enterprise resource planning,,,,1844,US,70 EAST ST,,,,,METHUEN,MA,1844,US,,,,,,,,,,70 EAST ST,,,,,METHUEN,MA,1844,US,HolyFamily@gmail.com,HolyFamily@yahoo.com,,www.HolyFamily.com,1325637656,57656,2343456549,,,,234345903,,,,,,,,,Holy Family Hospital & Medical Center,Holy Family,61569,67874,NASDAQ CODE
22108,Organization,ORGANIZATION,,,,Centra State Healthcare System1,NDC55385578 ,78685,FREEHOLD,NJ,901 WET MAIN STREET,65-349-9874,,Hospital,Hospital,Active,ERP,,Centra State,Enterprise resource planning,Enterprise resource planning,,,,7728,US,,,,,,,,,,,,,,,,,,,901 WET MAIN STREET,,,,,FREEHOLD,NJ,7728,US,CentrState@yahoo.co.in,,,www.CentraState.com,5343236543,67867,2343456550,,,,234345904,,,,,,,,,Centra State Healthcare System,Centra State,58478,67875,NASDAQ CODE
22109,Organization,ORGANIZATION,,, ,VA Medical Center1,NDC08417336 ,78686,MINNEAPOLIS,MN,1 VETERANS DR,65-349-9875,,Department ,Department,Active,ERP,,VA,Enterprise resource planning,Enterprise resource planning,,,,55417,US,1 VETERANS DR,,,,,MINNEAPOLIS,MN,55417,US,,,,,,,,,,1 VETERANS DR,,,,,MINNEAPOLIS,MN,55417,US,VAMedical@gmail.com,,,www.VA.com,3556347543,67868,2343456551,,,,234345905,,,,,,,,,VA Medical Center,VA,47350,67876,NASDAQ CODE
22110,Organization,ORGANIZATION,,,,Minnesota Onc/Hematology1,NDC04534232,78687,HOUSTON,TX,909 FROSTWOOD DR STE 221,65-349-9876,,Department ,Department,Active,ERP,,Minnesota ,Enterprise resource planning,Enterprise resource planning,,,,77024,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnesota@yahoo.co.in,,,www.Minnesota .com,3325435643,34668,2343456552,,,,234345906,,,,,,,,,Minnesota Onc/Hematology,Minnesota ,57750,67877,NASDAQ CODE
22111,Organization,ORGANIZATION,,,,"Dr. Reddy's Laboratories, Inc. 1",NDC23423343,78688,Bridgewater,NJ,200 Sommerset Corporate Blvd (Bldg II),65-349-9877,,Hospital,Department,Active,ERP,,Dr Reddy's,Enterprise resource planning,Enterprise resource planning,,,,8807,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr.Reddys@yahoo.co.in,,,www.DrReddys.com,3437657869,67867,2343456553,,,,234345907,,,,,,,,,"Dr. Reddy's Laboratories, Inc. ",Dr Reddy's,43245,67878,NASDAQ CODE
22112,Organization,ORGANIZATION,,,,3M Pharmaceuticals   1,NDC42390432,78689,CHARLOTTE,NC,1000 BLYTHE BLVD,65-349-9878,,Clinic,Department,Active,ERP,,3M,Enterprise resource planning,Enterprise resource planning,,,,28203,US,,,,,,,,,,,,,,,,,,,1000 BLYTHE ,BLVD,,,,CHARLOTTE,NC,28203,US,3MPharmaceuticals@yahoo.co.in,3MPharmaceuticals@gmail.com,,www.3M.com,3214547565,57657,2343456554,,,,234345908,,,,,,,,,3M Pharmaceuticals   ,3M,67868,67879,NASDAQ CODE
22113,Organization,ORGANIZATION,,,,7 Oaks Pharmaceutical Corp.1,NDC34534534,78690,CHICAGO,IL,7435 W TALCOTT AVE,65-349-9879,,Hospital,Department,Active,ERP,,7 oaks,Enterprise resource planning,Enterprise resource planning,,,,60631,US,7435 W TALCOTT AVE,,,,,CHICAGO,IL,60631,US,,,,,,,,,,7435 W TALCOTT AVE,,,,,CHICAGO,IL,60631,US,7OaksPharmaceutical@gmail.com,,,www.7oaks.com,3455678766,65786,2343456555,,,,234345909,,,,,,,,,7 Oaks Pharmaceutical Corp.,7 oaks,78908,67880,NASDAQ CODE
22114,Organization,ORGANIZATION,,,,Abbott Laboratories   1,NDC43589374,78691,AUSTIN,TX,6204 BALCONES DR,65-349-9880,,Department ,Department,Active,ERP,,Abbott,Enterprise resource planning,Enterprise resource planning,,,,78731,US,,,,,,,,,,,,,,,,,,,6204 BALCONES DR,,,,,AUSTIN,TX,78731,US,Abbott@gmail.com,,,www.Abbott.com,9875653423,76867,2343456556,,,,234345910,,,,,,,,,Abbott Laboratories   ,Abbott,77797,67881,NASDAQ CODE
22115,Organization,ORGANIZATION,,,,ABKIT Inc.1,NDC53489545,78692,CHARLOTTE,NC,2115 E 7TH ST STE 102,65-349-9881,,Hospital,Department,Active,ERP,,ABKIT,Enterprise resource planning,Enterprise resource planning,,,,28204,US,,,,,,,,,,,,,,,,,,,2115 E 7TH ST STE 102,,,,,CHARLOTTE,NC,28204,US,ABKIT@yahoo.co.in,,,www.ABKIT.com,3258677895,57657,2343456557,,,,234345911,,,,,,,,,ABKIT Inc.,ABKIT,34534,67882,NASDAQ CODE
22116,Organization,ORGANIZATION,,,,Abrika Pharmaceuticals   1,NDC45378940,78693,AMES,IA,1111 DUFF AVE,65-349-9882,,Hospital,Department,Active,ERP,,Abrika,Enterprise resource planning,Enterprise resource planning,,,,50010,US,1111 DUFF AVE,,,,,AMES,IA,50010,US,,,,,,,,,,1111 DUFF AVE,,,,,AMES,IA,50010,US,Abrika@gmail.com,,,www.Abrika.com,7664565675,56757,2343456558,,,,234345912,,,,,,,,,Abrika Pharmaceuticals   ,Abrika,78970,67883,NASDAQ CODE
22117,Organization,ORGANIZATION,,,,B.F. Ascher & Co. Ltd. pharmaceuticals   1,NDC48239030,78694,PITTSBURGH,PA,200 LOTHROP ST,65-349-9883,,Hospital,Department,Active,ERP,,B.F.Ascher,Enterprise resource planning,Enterprise resource planning,,,,15213,US,200 LOTHROP ST,,,,,PITTSBURGH,PA,15213,US,,,,,,,,,,200 LOTHROP ST,,,,,PITTSBURGH,PA,15213,US,B.F.Ascher@yahoo.co.in,,,www.B.F.Ascher.com,2334547687,65757,2343456559,,,,234345913,,,,,,,,,B.F. Ascher & Co. Ltd. pharmaceuticals   ,B.F.Ascher,90099,67884,NASDAQ CODE
22118,Organization,ORGANIZATION,,,,"Astellas Pharma US, Inc.1",NDC34809449,78695,METHUEN,MA,70 EAST ST,65-349-9884,,Hospital,Department,Active,ERP,,Astellas,Enterprise resource planning,Enterprise resource planning,,,,1844,US,70 EAST ST,,,,,METHUEN,MA,1844,US,,,,,,,,,,70 EAST ST,,,,,METHUEN,MA,1844,US,Astellas@gmail.com,,,www.Astellas.com,4537868653,57657,2343456560,,,,234345914,,,,,,,,,"Astellas Pharma US, Inc.",Astellas,45638,67885,NASDAQ CODE
22119,Organization,ORGANIZATION,,,,"Anadys Pharmaceuticals, Inc.1",NDC98943345,78696,FREEHOLD,NJ,901 WET MAIN STREET,65-349-9885,,Department ,Department,Active,ERP,,Anadys,Enterprise resource planning,Enterprise resource planning,,,,7728,US,,,,,,,,,,,,,,,,,,,901 WET MAIN STREET,,,,,FREEHOLD,NJ,7728,US,Anadys@yahoo.co.in,,,www.Anadys.com,3557848654,67878,2343456561,,,,234345915,,,,,,,,,"Anadys Pharmaceuticals, Inc.",Anadys,23452,67886,NASDAQ CODE
22120,Organization,ORGANIZATION,,, ,Aplicare Inc.1,NDC93045342,78697,MINNEAPOLIS,MN,1 VETERANS DR,65-349-9886,,Department ,Department,Active,ERP,,Aplicare,Enterprise resource planning,Enterprise resource planning,,,,55417,US,1 VETERANS DR,,,,,MINNEAPOLIS,MN,55417,US,,,,,,,,,,1 VETERANS DR,,,,,MINNEAPOLIS,MN,55417,US,Aplicare@yahoo.co.in,Aplicare@gmail.com,,www.Aplicare.com,4547567543,63456,2343456562,,,,234345916,,,,,,,,,Aplicare Inc.,Aplicare,43254,67887,NASDAQ CODE
22121,Organization,ORGANIZATION,,,,"Apothecary Products, Inc.1",NDC82304928,78698,HOUSTON,TX,909 FROSTWOOD DR STE 221,65-349-9887,,Hospital,Department,Active,ERP,,Apothecary,Enterprise resource planning,Enterprise resource planning,,,,77024,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apothecary@gmail.com,,,www.Apothecary.com,4357568675,67867,2343456563,,,,234345917,,,,,,,,,"Apothecary Products, Inc.",Apothecary,12234,67888,NASDAQ CODE
